sentence_id,sentence_text
1014_t0044_s014,"Now, accountability, we basically agree on accountability."
1023_t0163_s001,"It just reminds me of, you know, he says that he’s going to close deductions and loopholes for his tax plan."
1031_t0824_s004,sent in and swamping the system.
1022_t0111_s009,"And now with the financial crisis, car dealerships are closing and people can’t get car loans."
1010_t0135_s002,"And thank you, ladies and gentlemen, and all the people who are watching."
1023_t0172_s008,"Wasn’t a top-down approach, Governor."
1031_t0784_s013,Show up and vote.
1031_t0392_s001,China ate your lunch- .
1015_t0081_s008,"They outsourced the job to Afghan warlords, who only a week earlier had been on the other side fighting against us, neither of whom trusted each other."
1010_t0009_s011,This is an historic time.
1033_t0053_s007,"These are businesses that are dying, Joe, you can’t do that to people, you just can’t."
1006_t0139_s028,They just write a note for the interest.
1004_t0045_s013,"And if we don’t, we will be spending our children’s money."
1013_t0228_s019,"I choose education and health care, the environment and retirement security, and I ask for your support."
1029_t0280_s013,We have enough worries over there without having to worry about that.
1031_t0372_s001,"Excuse me, Chris, wait."
1031_t0200_s004,You can trust the-
1008_t0136_s001,Let’s look at that.
1031_t0389_s001,"Many car companies came in from Germany, from Japan, went to Michigan, went to Ohio and they didn’t come in with you."
1014_t0048_s002,Absolutely not.
1013_t0012_s001,"The first priority has to be on ending the violence, dampening down the tensions that have arisen there."
1006_t0236_s010,I think we need to invest and save more.
1029_t0104_s001,By the way…
1031_t0117_s005,Take it away.
1019_t0004_s001,"Well, thank you, Jim."
1013_t0012_s005,"The use of diplomacy in this situation has already, well, it goes hour-by-hour and day-by-day now."
1019_t0110_s014,It’s not just more troops.
1006_t0040_s001,I agree with him.
1013_t0082_s013,They’re going to have to make the decision themselves.
1008_t0074_s009,"5 trillion and force people into managed care, whether they wanted it or not."
1033_t0305_s019,"They want to knock down buildings and build new buildings with little tiny, small windows and many other things."
1010_t0117_s013,"We’re the most competitive country in the world now, and then just fight to open those markets and go try to make the sale, and that’s what our trade ambassador our commerce secretary and all the other people in our administration are trying to do."
1026_t0158_s006,My dad was head of a car company.
1010_t0041_s001,"Well again, if you’re somebody thinking about the future, I think it’s fair to say that it’ll be — we’ll work it out."
1031_t0828_s004,Eighty million ballots.
1030_t0004_s010,"Wade, that we stand up against Citizens United, we stand up for the rights of people in the workplace, that we stand up and basically say: The Supreme Court should represent all of us."
1027_t0137_s006,It’s a beautiful facility.
1018_t0035_s020,"And if it gets overturned, then we’ll end up with marriage being defined by courts, and I don’t think that’s in our nation’s interests."
1017_t0006_s016,He voted against it.
1006_t0211_s003,Colin Powell will be on somebody’s ticket 4 years from now — right?
1027_t0133_s008,"As far as my tax returns, you don’t learn that much from tax returns."
1010_t0058_s005,"And I have a lot of young people work in my office, work in my campaign."
1030_t0128_s010,We protect Saudi Arabia.
1030_t0297_s002,It’s a humanitarian nightmare.
1027_t0096_s002,They’re going to expand their companies.
1031_t0434_s001,Even the people who testified under oath-
1026_t0115_s004,"And every fact checker and every reporter who’s looked at it, Governor, has said this is not true."
1025_t0131_s008,The difference between where it is and 5.
1010_t0061_s002,And so let me just say this.
1031_t0217_s001,Because he doesn’t have a plan.
1007_t0157_s010,"Yes, we had grain credits for Iraq, and there isn’t any evidence that those grain credits were diverted into weaponry — none, none whatsoever."
1033_t0245_s015,"But we have constantly been moving the needle further and further to inclusion, not exclusion."
1033_t0004_s006,You see the spikes in Europe and many other places right now.
1004_t0123_s011,"So I welcome that challenge, and just watch — — because if the American people send me there, we’ll get it done."
1019_t0078_s004,"We hadn’t put al Qaeda to rest, and as a consequence, I thought that it was going to be a distraction."
1008_t0138_s017,When I’m President of the United States we’re going to have a governors’ council and we’re going to work directly with the governors to get power back to the people and back to the states.
1033_t0190_s013,What’s the matter with these guys.
1019_t0076_s002,The consequences of defeat would have been increased Iranian influence.
1008_t0096_s011,We have to tell the truth.
1027_t0259_s026,It was actually $1.
1031_t0431_s001,… because they’re embarrassed.
1023_t0171_s004,"But I also believe that government has the capacity, the federal government has the capacity to help open up opportunity and create ladders of opportunity and to create frameworks where the American people can succeed."
1027_t0212_s020,They’re on the front lines.
1018_t0024_s004,We’ve expanded trade adjustment assistance.
1026_t0112_s022,"But over time, what they can do is regain credibility."
1006_t0061_s011,They can do better.
1026_t0067_s003,And what we’ve seen over the last four years is something I don’t want to see over the next four years.
1006_t0055_s005,"5 million hard-working people who put me on the ballot, and I belong to them."
1030_t0141_s003,I was in the Senate before I became secretary of state.
1031_t0638_s007,"People were calling me for the first time in years, they were calling, and they were saying it’s time maybe and then what happened?"
1029_t0276_s001,Absolutely.
1027_t0196_s022,"No discrimination against African-Americans, against Muslims, against anybody."
1026_t0014_s001,"Governor Romney, I’m glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what’s the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the 1980s, they’re now calling to ask for their foreign policy back because, you know, the Cold War’s been over for 20 years."
1018_t0003_s006,"President, I’m glad to be here with you again to share similarities and differences with the American people."
