sentence_id,reasoning,damsl_tags,beads_tags,n_damsl_tags,n_beads_tags
1023_t0047_s005,Statement with loaded 'unfortunately' attributing a negative outcome to opponent.,S; CH,ATTR; REB,2,2
1007_t0205_s006,"Rhetorical framing posing the choice as the real question, steering the topic.",Q-RHET; S,DF; CB,2,2
1018_t0028_s013,"Statement with future promise and specific figure, self-promotional claim of what I'll do.",S; S-Inform,IT,2,1
1025_t0014_s016,"Speaker explains their business plan, citing specific companies as precedent; a factual/explanatory statement.",S; EXPL,SE,2,1
1017_t0134_s006,Speaker states a personal belief/stance about judges.,S,IP,1,1
1019_t0124_s018,Statement expressing belief and drawing a contrast with the opponent McCain; a rebuttal referencing the opponent with personal stance.,S; DIS,IP; REB,2,2
1031_t0549_s004,Statement with vague hyperbolic claim about New York; exaggeration without specifics.,S,CB,1,1
1023_t0144_s015,"Cites a specific dollar figure about Medicare cuts, an informative statement that selectively frames the policy.",S-Inform,SE,1,1
1021_t0096_s003,Narrative statement recounting events; factual recounting with new content.,S; S-Inform; EXPL,,3,0
1013_t0070_s014,Statement recounting historical involvement in NATO.,S; HS,,2,0
1001_t0061_s018,Plain declarative assertion about readiness of governors and mayors.,S,,1,0
1030_t0121_s003,Bare imperative command.,IAFA,,1,0
1015_t0016_s018,Short optimistic declarative assertion of collective success.,S,UF,1,1
1017_t0021_s024,Declarative asserting the speaker's plan succeeds; self-promotional credit-taking.,S,IT,1,1
1010_t0131_s011,"Declarative expressing what ought not happen; hortatory stance on non-discrimination, mentions race.",S,IP; RB,1,2
1021_t0143_s024,Procedural turn assignment handing floor.,TG,,1,0
1022_t0107_s006,Declarative with emotional framing about children's future and burden.,S,AE,1,1
1023_t0129_s005,Declarative asserting a hypothetical about banking regulation.,S,,1,0
1014_t0148_s022,Cites a superlative claim (credit-taking) and makes a promise/offer.,S-Inform; IAFA-OF,IT; SE,2,2
1025_t0042_s001,Bids to hold the floor to narrate; sets up an explanation.,TT,,1,0
1019_t0032_s006,Declarative claiming personal financial responsibility; self-promotion.,S,IT,1,1
1003_t0042_s001,Statement referencing opponent's rhetoric ('the labels') as a rebuttal-style pushback.,S; MS,REB,2,1
1018_t0111_s003,Personal declarative expressing stance; references women around him.,S,IP,1,1
1030_t0110_s004,A declarative asserting a norm about nuclear command authority; states what must happen but is not imperative.,S,,1,0
1033_t0004_s019,Speaker cites personal experience to lend credibility; a personal-stance/testimonial statement.,S; EXPL,IP,2,1
1007_t0103_s001,"Brief factual statement about own action, taking credit for volunteering.",S,IT,1,1
1004_t0082_s013,References opponent's inconsistency between statements and policies; a rebuttal challenging the opponent.,S; CH,REB,2,1
1021_t0036_s016,Hortatory statement about what we need to do; not grammatically imperative.,S,UF,1,1
1017_t0137_s002,Personal expression of respect regarding beliefs about life; framed as personal stance.,S,IP,1,1
1027_t0061_s002,Personal-opinion statement about economic priorities.,S,IP,1,1
1014_t0062_s006,Conditional self-promotion positioning himself as the fighter for the middle class.,S,AE; IT,1,2
1008_t0100_s021,A why-not question phrasing raising fairness for low-income Americans; open/rhetorical framing appealing to emotion.,Q-W,AE,1,1
1017_t0101_s001,"Cites a specific policy achievement with a percentage figure, taking credit.",S-Inform,IT,1,1
1030_t0157_s005,"A declarative acknowledging the listener's experience, no bias.",S,,1,0
1027_t0196_s005,A flat declarative asserting something is wrong; challenges an implied claim.,S; DIS,,2,0
1007_t0117_s003,Speaker explains own action referencing the other's words; self-justification with reasoning.,S; EXPL,,2,0
1015_t0021_s003,A declarative disagreement referencing the opponent's stated position on Iraq.,S; DIS,REB,2,1
1029_t0045_s001,Fragment referencing a prior debate; historical/self reference.,S; HS,,2,0
1004_t0016_s007,A yes-no question probing whether events occurred during official tenure; adversarial framing.,YNQ,AEX,1,1
1018_t0098_s012,Factual claim about law enforcement support for the assault weapons ban.,S; S-Inform,,2,0
1029_t0119_s006,"Statement about successful Muslims, culturally framed positively.",S,,1,0
1011_t0140_s002,Assertion about opponent's Social Security plan; critical attribution.,S; CH,ATTR; REB,2,2
1014_t0081_s015,"Factual claim with self-correction, citing trends and division numbers; selective framing of decline before his tenure.",S; S-Inform; CORR,SE,3,1
1029_t0029_s002,"A short declarative response, likely answering a prior implicit question about being called on.",S; ANS,,2,0
1006_t0236_s017,Speaker expresses a personal hope/aspiration; a personal stance statement.,S,IP,1,1
1004_t0087_s010,"Informative statement citing a specific action (no-fly operation, UN) with self-credit framing of US leadership.",S-Inform,IT,1,1
1004_t0049_s018,"Declarative expressing personal preference against a policy, loaded term 'tax-and-spend'.",S,PB; IP,1,2
1007_t0186_s013,Statement invoking 'our country and our children' — emotional and unity framing.,S,AE; UF,1,2
1011_t0072_s013,Declarative demanding the opponent leave office — an attack/blame framing though phrased as a statement.,S,ATTR,1,1
1022_t0102_s003,"Factual claim about opponent's voting record, used as a criticism/rebuttal.",S-Inform,ATTR; REB,1,2
1027_t0026_s009,Statement citing debt figures and blaming the Obama administration for topping historical debt.,S-Inform,ATTR; REB,1,2
1033_t0195_s002,"Hortatory 'we should' statement, not an imperative; expresses policy stance about aiding small businesses.",S,IP,1,1
1025_t0261_s013,"Factual claim about what the president said, used to challenge/rebut.",S,REB,1,1
1014_t0023_s017,"A fragment citing a dollar figure, providing factual/numeric content.",S-Inform,,1,0
1021_t0121_s007,"Declarative asserting what should be, plus a critical claim about current state; expresses stance.",S,IP,1,1
1004_t0040_s009,"Declarative statement asserting others' intent, framed as candid personal claim.",S,IP,1,1
1003_t0167_s007,Attacks a person tied to opponent as jailed and betraying trust; personal attack and blame.,S; CH,PER; ATTR,2,2
1027_t0242_s016,Short declarative labeling something; plain assertion.,S,,1,0
1015_t0066_s003,"Statement challenging opponent's consistency, quoting/mocking his position; rebuttal against opponent.",S; CH,PER; REB,2,2
1027_t0180_s001,"Self-referential rambling about visiting cities; self-promotion of activity, also references inner cities.",S; HS,IT,2,1
1004_t0125_s013,Hortatory 'let's start' framing shared action; blames insurance companies as profiteers.,S,PER; ATTR,1,2
1003_t0094_s001,Requests permission to disagree with the question's premise; turn/floor request and disagreement.,DIS; T-REQ,REB; CB,2,2
1026_t0072_s001,Bids to take the floor to speak.,TT,,1,0
1033_t0310_s001,"An imperative challenging the opponent's scientific claim, implying no such scientist exists.",IAFA; CH,REB; CB,2,2
1010_t0011_s008,Plain declarative asserting an effort to help; mild self/group credit framing.,S,,1,0
1033_t0175_s007,A wh-question posing a rhetorical concern about a group's fate.,Q-W,AE,1,1
1033_t0020_s004,"Declarative that jabs at 'Joe' hiding in a basement, mocking the opponent.",S; CH,PER; REB,2,2
1031_t0207_s002,Statement attributing blame to the opponent for knowing danger and not warning.,S; CH,PER; ATTR; REB,2,3
1033_t0043_s005,An imperative command directing action about reopening.,IAFA,,1,0
1014_t0021_s014,Turn-holding bid to explain the speaker's own plan.,S; TT,IT,2,1
1033_t0020_s020,A statistic cited to downplay severity; selectively favorable framing.,S-Inform,SE,1,1
1003_t0040_s012,Personal-stance statement expressing disagreement with the ACLU.,S; DIS,IP,2,1
1029_t0065_s001,An incredulous echo question challenging a figure just cited.,YNQ; CH,REB,2,1
1017_t0039_s011,"Declarative statement characterizing opponent's policy as naive/dangerous, a rebuttal with fear framing.",S; CH,AF; REB,2,2
1030_t0126_s009,Declarative expressing personal stance/desire on equal pay policy.,S,IP,1,1
1007_t0199_s006,Statement attacking opponent's policy and challenging accuracy of his claims.,S; CH,ATTR; REB,2,2
1018_t0107_s015,Short declarative claiming personal credit for having done something.,S,IT,1,1
1025_t0132_s014,Statement blaming opponent's named policies for poor economic performance.,S; CH,ATTR; REB,2,2
1021_t0052_s001,Statement of what should be done on entitlements; hortatory but declarative with personal stance.,S,IP,1,1
1027_t0216_s006,Speculative statement about another country's rising power.,S,,1,0
1011_t0148_s007,"Declarative moral judgment, likely rebutting something referenced.",S; DIS,REB,2,1
1029_t0037_s017,"Imperative command directed at opponent, an adversarial jab.",IAFA,AEX; REB,1,2
1022_t0005_s021,"Statement of what the nation ought to do, collective 'we' unity framing.",S,UF,1,1
1004_t0029_s002,"An incomplete fragment referencing the speaker's plan, cut off. It functions as an interrupted statement.",S,,1,0
1015_t0010_s007,"The speaker touts military endorsements and claims he'd be a stronger commander in chief — self-promotion with new factual content (names, endorsements).",S-Inform,IT; IP,1,2
1023_t0175_s001,A short fragmentary statement listing values.,S,,1,0
1018_t0055_s008,A plain declarative assertion about congressional options.,S,,1,0
1014_t0105_s002,Personal statement expressing pride in his family; an emotional/family appeal.,S,AE,1,1
1029_t0106_s001,An optimistic declarative assertion of capability.,S,,1,0
1008_t0057_s012,"Statement challenging the opponent's cited numbers, referencing what they mentioned.",S; CH,REB,2,1
1033_t0330_s001,"A yes-no question directed at the opponent about closing the oil industry, with self-correction of pronoun.",YNQ,,1,0
1004_t0004_s008,"A hortatory declarative ('we must') appealing to shared courage and hope; unity framing, not an imperative.",S,AE; UF,1,2
1030_t0319_s004,Personal statement expressing impatience.,S,IP,1,1
1030_t0037_s015,"Speaker asserts a personal record of support for border security, promoting own consistency.",S,IT,1,1
1031_t0378_s002,"Incomplete statement citing what others said, cut off mid-sentence.",S,,1,0
1031_t0784_s031,"A yes-no/alternative question containing the loaded term 'lies,' framing the opponent negatively.",YNQ,PER; BQ,1,2
1006_t0172_s040,Emotional appeal invoking a suffering child to evoke sympathy.,S,AE,1,1
1001_t0050_s014,Declarative statement acknowledging the opponent's right to his views.,S,,1,0
1021_t0052_s016,A flat disagreement/complaint about unfairness.,DIS,REB,1,1
1001_t0088_s020,"Declarative assertion reframing what the debate is about, redirecting focus.",S,DF,1,1
1001_t0041_s003,Plain declarative praising the Surgeon General's work.,S,,1,0
1018_t0075_s018,"Statement of policy goals plus a claim of ongoing achievement ('we're beginning to close'), taking credit.",S,IT,1,1
1029_t0092_s002,"Emphatic declarative labeling a policy a disaster, a loaded fear/attack framing of the opponent's signature program.",S,AF; REB,1,2
1003_t0060_s009,"A dismissive declarative implying someone is unknown/insignificant, belittling.",S,PER,1,1
1030_t0279_s001,A directive deflecting the question toward Bernie Sanders rather than answering.,IAFA; DIS,DF; IA,2,2
1006_t0151_s014,Statement with specific numbers and a policy stance framed as personal preference.,S-Inform; EXPL,IP,2,1
1025_t0209_s001,"Offer/bid to continue, holding the floor.",IAFA-OF; TT,,2,0
1017_t0029_s002,Bids to take the floor and rebuts the opponent's answer as 'more of the same.',CH; TT,REB,2,1
1008_t0101_s002,Claims credit for expanding school choice via own budget.,S,IT,1,1
1023_t0024_s003,Personal statement of position on tax policy.,S; IAFA,IP,2,1
1030_t0024_s007,"Attributes a position to the opponent, framing negatively.",S,ATTR; REB,1,2
1025_t0007_s003,Statement describing a specific program with credit-taking ('we gave').,S-Inform,IT,1,1
1014_t0111_s005,Emotional/patriotic appeal about generations forming 'a more perfect union.',S,AE; APAT; UF,1,3
1021_t0010_s008,Cites a specific statistic (3 million people) as factual content.,S-Inform,,1,0
1010_t0096_s016,Speaker acknowledges the other's point as important; hedged concession.,S; ACK,IP,2,1
1010_t0096_s011,Narrates a past event about vote counts; factual recounting with implied grievance.,S,,1,0
1025_t0150_s003,"Clarifies what he previously said about the Arizona law, a self-clarification with factual detail.",S-Inform; CORR,,2,0
